city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Euskirchen,50.6597,6.7917,Germany,DE,North Rhine-Westphalia,minor,57975.0,57975.0
Frankfurt (Oder),52.35,14.55,Germany,DE,Brandenburg,minor,57873.0,57873.0
Göppingen,48.7025,9.6528,Germany,DE,Baden-Württemberg,minor,57558.0,57558.0
Hameln,52.1031,9.36,Germany,DE,Lower Saxony,minor,57510.0,57510.0
Stolberg,50.7667,6.2333,Germany,DE,North Rhine-Westphalia,,56792.0,56792.0
Eschweiler,50.8167,6.2833,Germany,DE,North Rhine-Westphalia,,56385.0,56385.0
Görlitz,51.1528,14.9872,Germany,DE,Saxony,minor,56324.0,56324.0
Meerbusch,51.2667,6.6667,Germany,DE,North Rhine-Westphalia,,56189.0,56189.0
Sankt Augustin,50.77,7.1867,Germany,DE,North Rhine-Westphalia,,55767.0,55767.0
Hilden,51.1714,6.9394,Germany,DE,North Rhine-Westphalia,,55764.0,55764.0
Waiblingen,48.8303,9.3169,Germany,DE,Baden-Württemberg,minor,55449.0,55449.0
Baden-Baden,48.7619,8.2408,Germany,DE,Baden-Württemberg,minor,55123.0,55123.0
Langenhagen,52.4394,9.74,Germany,DE,Lower Saxony,,54631.0,54631.0
Hattingen,51.3992,7.1858,Germany,DE,North Rhine-Westphalia,,54562.0,54562.0
Lingen,52.5233,7.3172,Germany,DE,Lower Saxony,,54422.0,54422.0
Bad Homburg,50.2292,8.6105,Germany,DE,Hesse,minor,54248.0,54248.0
Bad Salzuflen,52.0875,8.7506,Germany,DE,North Rhine-Westphalia,,54127.0,54127.0
Pulheim,51.0,6.8,Germany,DE,North Rhine-Westphalia,,54071.0,54071.0
Schweinfurt,50.05,10.2333,Germany,DE,Bavaria,,54032.0,54032.0
Nordhorn,52.4333,7.0667,Germany,DE,Lower Saxony,minor,53403.0,53403.0
Neustadt,49.35,8.15,Germany,DE,Rhineland-Palatinate,minor,53148.0,53148.0
Wetzlar,50.5667,8.5,Germany,DE,Hesse,minor,52954.0,52954.0
Ahlen,51.7633,7.8911,Germany,DE,North Rhine-Westphalia,,52582.0,52582.0
Frechen,50.9167,6.8167,Germany,DE,North Rhine-Westphalia,,52473.0,52473.0
Passau,48.5667,13.4667,Germany,DE,Bavaria,minor,52469.0,52469.0
Wolfenbüttel,52.1622,10.5369,Germany,DE,Lower Saxony,minor,52174.0,52174.0
Ibbenbüren,52.2778,7.7167,Germany,DE,North Rhine-Westphalia,,51904.0,51904.0
Kleve,51.79,6.14,Germany,DE,North Rhine-Westphalia,minor,51845.0,51845.0
Bad Kreuznach,49.8469,7.8669,Germany,DE,Rhineland-Palatinate,minor,50948.0,50948.0
Goslar,51.906,10.4292,Germany,DE,Lower Saxony,minor,50753.0,50753.0
Gummersbach,51.0333,7.5667,Germany,DE,North Rhine-Westphalia,minor,50688.0,50688.0
Ravensburg,47.7831,9.6114,Germany,DE,Baden-Württemberg,minor,50623.0,50623.0
Willich,51.2631,6.5492,Germany,DE,North Rhine-Westphalia,,50592.0,50592.0
Speyer,49.3194,8.4311,Germany,DE,Rhineland-Palatinate,minor,50378.0,50378.0
Böblingen,48.6833,9.0,Germany,DE,Baden-Württemberg,minor,50155.0,50155.0
Peine,52.3203,10.2336,Germany,DE,Lower Saxony,minor,49952.0,49952.0
Emden,53.3669,7.2061,Germany,DE,Lower Saxony,minor,49913.0,49913.0
Elmshorn,53.7547,9.6536,Germany,DE,Schleswig-Holstein,,49883.0,49883.0
Erftstadt,50.8167,6.7667,Germany,DE,North Rhine-Westphalia,,49801.0,49801.0
Rastatt,48.8572,8.2031,Germany,DE,Baden-Württemberg,minor,49783.0,49783.0
Heidenheim,48.6761,10.1544,Germany,DE,Baden-Württemberg,minor,49526.0,49526.0
Lörrach,47.6156,7.6614,Germany,DE,Baden-Württemberg,minor,49347.0,49347.0
Leonberg,48.8014,9.0131,Germany,DE,Baden-Württemberg,,48733.0,48733.0
Bergkamen,51.6167,7.6333,Germany,DE,North Rhine-Westphalia,,48725.0,48725.0
Bad Oeynhausen,52.2,8.8,Germany,DE,North Rhine-Westphalia,,48702.0,48702.0
Freising,48.4028,11.7489,Germany,DE,Bavaria,minor,48634.0,48634.0
Frankenthal,49.5333,8.35,Germany,DE,Rhineland-Palatinate,minor,48561.0,48561.0
